grievance_text,severity
"please check, still wifi down kya ho raha hai",High
CANNOT ACCESS SITES SINCE MORNING!!!,Low
UNSTABLE CONNECTION AGAIN!!!,Low
"NO CONNECTION, WHAT IS THIS?!!! kya masla hai",High
router problem pls fix since long time kya ho raha hai,Low
STILL NET SLOW!!! kya ho raha hai,Low
wifi down since long time yaar,High
wifi down,High
dns not resolving since morning since long time,Low
HAVING LAG ISSUE CONTINUOUSLY!!!,Low
wifi down since long time,High
internet very slow bhai,Low
"please check, connection very slow again",Low
"please check, net gone from last night",High
INTERNET GONE SINCE MORNING!!! bhai,High
"please check, no connection since morning",High
"net gone, what is this? since long time yaar",High
"please check, having wifi down continuously bhai",High
delay in response since long time bhai,Low
having unstable connection continuously since long time kya masla hai,Low
"wifi VERY SLOW, WHAT IS THIS?!!! kya ho raha hai",Low
ROUTER NOT functioning FROM LAST NIGHT!!!,Low
facing packet loss happening kya masla hai,Low
internet gone again since long time kya ho raha hai,High
"please check, wifi gone since morning",High
wifi down pls fix since long time,High
wifi GONE SINCE MORNING!!!,High
still lag issue,Low
having packet loss happening continuously since long time bhai,Low
"please check, having buffering problem continuously",Low
ROUTER NOT WORKING PLS FIX!!!,Low
"please check, facing speed is low yaar",Low
"connection not working, what is this? since long time bhai",High
connection not working pls fix bhai,High
ROUTER NOT functioning FROM LAST NIGHT!!! yaar,Low
wifi down not resolved yet kya ho raha hai,High
FACING INTERNET NOT WORKING!!! bhai,High
data loss issue not resolved yet since long time kya masla hai,Low
LAG problem NOT RESOLVED YET!!! bhai,Low
"data loss issue, what is this? since long time yaar",Low
wifi down from last night bhai,High
"please check, wifi down from last night kya masla hai",High
facing wifi down,High
unstable connection since long time kya ho raha hai,Low
"disconnecting again and again, what is this? yaar",Low
facing wifi down bhai,High
internet gone from last night yaar,High
"connection GONE, WHAT IS THIS?!!!",High
"please check, no connection kya masla hai",High
"INTERNET GONE, WHAT IS THIS?!!! bhai",High
facing net not working yaar,High
dns not resolving pls fix,Low
speed is low again,Low
wifi gone since morning since long time bhai,High
"NO CONNECTION, WHAT IS THIS?!!! yaar",High
unstable connection since long time yaar,Low
no connection pls fix since long time bhai,High
"please check, no connection, what is this? yaar",High
unstable connection not resolved yet,Low
NET lagging PLS FIX!!! bhai,Low
router not working again since long time bhai,Low
NO CONNECTION NOT RESOLVED YET!!!,High
"please check, wifi not working kya ho raha hai",High
"please check, internet gone since morning bhai",High
"please check, wifi not working, what is this? bhai",High
PING TOO HIGH NOT RESOLVED YET!!!,Low
"connection gone, what is this? since long time bhai",High
buffering trouble since morning since long time kya ho raha hai,Low
still internet gone,High
"please check, packet loss happening yaar",Low
WIFI DOWN PLS FIX!!! bhai,High
FACING connection NOT WORKING!!! kya ho raha hai,High
net gone pls fix yaar,High
disconnecting again and again not resolved yet since long time yaar,Low
having no connection continuously,High
WIFI DOWN!!! bhai,High
"please check, cannot access sites from last night",Low
net very slow again kya ho raha hai,Low
"please check, intrnet very very slow from last night bhai",Low
no connection,High
having no connection continuously yaar,High
WIFI DOWN SINCE MORNING!!! kya ho raha hai,High
speed is low from last night yaar,Low
facing internet gone since long time bhai,High
"no connection, what is this?",High
STILL WIFI DOWN!!! kya ho raha hai,High
ping too high,Low
"please check, connection gone",High
buffering problem kya ho raha hai,Low
"no connection, what is this? since long time",High
NO CONNECTION SINCE MORNING!!! bhai,High
no connection again since long time,High
INTERNET NOT WORKING!!! yaar,High
connection gone not resolved yet since long time bhai,High
ROUTER PROBLEM!!! bhai,Low
"please check, facing ping too high kya ho raha hai",Low
ROUTER NOT WORKING!!! bhai,Low
connection gone yaar,High
connection GONE SINCE MORNING!!! yaar,High
still packet loss happening since long time,Low
disconnecting again and again bhai,Low
"please check, delay in response not resolved yet bhai",Low
"please check, wifi down since morning",High
"please check, no connection pls fix kya ho raha hai",High
internet very too slow from last night since long time,Low
"please check, net slow from last night",Low
intrnet gone again,High
HAVING connection GONE CONTINUOUSLY!!!,High
facing no connection since long time,High
ping too high again since long time kya ho raha hai,Low
"please check, having data loss trouble continuously kya ho raha hai",Low
LAG ISSUE SINCE MORNING!!! bhai,Low
"please check, no connection, what is this? kya ho raha hai",High
"wifi down, what is this? yaar",High
"please check, packet loss happening since morning",Low
cannot access sites not resolved yet,Low
PING TOO HIGH!!! kya ho raha hai,Low
WIFI DOWN AGAIN!!!,High
FACING DATA LOSS ISSUE!!!,Low
DELAY IN RESPONSE AGAIN!!! yaar,Low
ping too high not resolved yet bhai,Low
lag issue since long time,Low
"data loss issue, what is this? yaar",Low
"please check, unstable connection since morning bhai",Low
"please check, facing no connection",High
"please check, buffering trouble again kya ho raha hai",Low
NO CONNECTION PLS FIX!!! yaar,High
ping too high again,Low
wifi down from last night since long time kya ho raha hai,High
router problem since morning since long time,Low
still packet loss happening since long time yaar,Low
"please check, wifi not working not resolved yet yaar",High
"wifi down, what is this? bhai",High
having wifi down continuously,High
speed is low again kya ho raha hai,Low
buffering problem since morning since long time,Low
net not working bhai,High
"please check, still data loss trouble",Low
"please check, having speed is low continuously",Low
HAVING DELAY IN RESPONSE CONTINUOUSLY!!! kya ho raha hai,Low
still wifi not working since long time kya masla hai,High
connection gone pls fix since long time bhai,High
unstable connection since long time bhai,Low
packet loss happening again since long time yaar,Low
ROUTER NOT functioning PLS FIX!!!,Low
lag issue from last night,Low
"please check, still internet gone yaar",High
net NOT WORKING!!! kya ho raha hai,High
SPEED IS LOW!!!,Low
having buffering trouble continuously yaar,Low
"please check, facing data loss trouble",Low
"internet not working, what is this? yaar",High
"please check, connection gone pls fix kya ho raha hai",High
wifi down from last night,High
FACING INTERNET NOT WORKING!!!,High
ping too high from last night bhai,Low
"internet not wrkng, what is this? yaar",High
internet gone since morning bhai,High
"please check, internet not working not resolved yet bhai",High
having packet loss happening continuously bhai,Low
UNSTABLE CONNECTION AGAIN!!! kya ho raha hai,Low
data loss issue again since long time kya masla hai,Low
"please check, router not working, what is this? kya ho raha hai",Low
facing net lagging since long time,Low
"internet gone, what is this? bhai",High
"please check, still disconnecting again and again bhai",Low
HAVING UNSTABLE CONNECTION CONTINUOUSLY!!! yaar,Low
"connection GONE, WHAT IS THIS?!!! kya ho raha hai",High
speed is low again kya ho raha hai,Low
intrnet very slow kya masla hai,Low
"please check, delay in response",Low
facing internet not running bhai,High
unstable connection pls fix kya masla hai,Low
internet not working since morning kya ho raha hai,High
net lagging pls fix since long time bhai,Low
no connection since morning yaar,High
"please check, keeps dropping not resolved yet yaar",Low
"DELAY IN RESPONSE, WHAT IS THIS?!!!",Low
"please check, facing keeps dropping bhai",Low
no connection again since long time bhai,High
still no connection,High
NO CONNECTION PLS FIX!!! kya ho raha hai,High
LAG ISSUE FROM LAST NIGHT!!! yaar,Low
"please check, having wifi not working continuously",High
FACING ROUTER NOT WORKING!!! yaar,Low
packet loss happening since long time yaar,Low
lag issue,Low
"please check, speed is low again kya ho raha hai",Low
STILL NET SLOW!!! bhai,Low
PING TOO HIGH FROM LAST NIGHT!!!,Low
still buffering issue since long time,Low
FACING NO CONNECTION!!! kya ho raha hai,High
disconnecting again and again again since long time bhai,Low
keeps dropping not resolved yet since long time yaar,Low
"please check, no connection",High
internet not working since morning since long time,High
wifi down bhai,High
buffering issue not resolved yet since long time kya ho raha hai,Low
"please check, cannot access sites from last night kya ho raha hai",Low
"please check, still data loss issue bhai",Low
no connection from last night since long time bhai,High
"please check, dns not resolving, what is this?",Low
packet loss happening pls fix since long time,Low
"please check, wifi down again yaar",High
"please check, dns not resolving pls fix kya masla hai",Low
still delay in response bhai,Low
"internet gone, what is this?",High
wifi GONE!!! kya masla hai,High
"INTERNET GONE, WHAT IS THIS?!!! kya ho raha hai",High
wifi down since morning since long time yaar,High
ROUTER PROBLEM NOT RESOLVED YET!!!,Low
"NET SLOW, WHAT IS THIS?!!!",Low
still packet loss happening since long time,Low
"please check, still lag issue bhai",Low
ping too high since long time kya masla hai,Low
"please check, having internet gone continuously yaar",High
"ROUTER PROBLEM, WHAT IS THIS?!!! bhai",Low
internet very slow since morning kya ho raha hai,Low
data loss issue since long time kya masla hai,Low
STILL NET SLOW!!!,Low
DATA LOSS ISSUE FROM LAST NIGHT!!! kya ho raha hai,Low
"please check, still keeps dropping yaar",Low
"please check, disconnecting again and again, what is this?",Low
keeps dropping kya ho raha hai,Low
connection GONE AGAIN!!! kya ho raha hai,High
"please check, router not working not resolved yet yaar",Low
wifi down from last night since long time bhai,High
net very slow since morning,Low
facing router not wrkng,Low
wifi down not resolved yet since long time,High
"please check, no connection from last night kya ho raha hai",High
"please check, buffering trouble since morning bhai",Low
still no connection since long time,High
"please check, still no connection kya masla hai",High
"please check, delay in response kya ho raha hai",Low
data loss issue pls fix since long time kya ho raha hai,Low
still keeps dropping kya masla hai,Low
"please check, still data loss problem kya ho raha hai",Low
"router not working, what is this? since long time bhai",Low
connection not working since morning bhai,High
"please check, net not working yaar",High
"INTERNET GONE, WHAT IS THIS?!!!",High
still disconnecting again and again since long time,Low
"net slow, what is this?",Low
"please check, delay in response yaar",Low
still net slow,Low
"disconnecting again and again, what is this?",Low
net not working from last night since long time,High
"please check, no connection pls fix bhai",High
FACING NO CONNECTION!!! kya ho raha hai,High
delay in response since morning yaar,Low
"please check, net very slow from last night",Low
still no connection kya masla hai,High
"please check, still buffering problem",Low
"LAG ISSUE, WHAT IS THIS?!!! bhai",Low
DISCONNECTING AGAIN AND AGAIN AGAIN!!! kya ho raha hai,Low
